gene	subtype	type
KF297583.1.gene1.p01	beta_lactam__OXA-354	beta_lactam
KF297584.1.gene1.p01	beta_lactam__OXA-355	beta_lactam
KF297585.1.gene1.p01	beta_lactam__OXA-356	beta_lactam
KF421160.1.gene1.p01	beta_lactam__OXA-357	beta_lactam
KF421161.1.gene1.p01	beta_lactam__OXA-358	beta_lactam
KF421162.1.gene1.p01	beta_lactam__OXA-359	beta_lactam
AF300985.1.gene1.p01	beta_lactam__OXA-36	beta_lactam
KF421163.1.gene1.p01	beta_lactam__OXA-360	beta_lactam
KF460531.1.gene1.p01	beta_lactam__OXA-361	beta_lactam
gb|AHA11125.1|ARO:3001549|OXA-362	beta_lactam__OXA-362	beta_lactam
gb|AHA11126.1|ARO:3001550|OXA-363	beta_lactam__OXA-363	beta_lactam
gb|AFR53898.2|ARO:3001551|OXA-364	beta_lactam__OXA-364	beta_lactam
KF885217.1.gene1.p01	beta_lactam__OXA-365	beta_lactam
gb|AJO16038.1|ARO:3001553|OXA-366	beta_lactam__OXA-366	beta_lactam
gb|AMB19637.1|ARO:3001555|OXA-368	beta_lactam__OXA-368	beta_lactam
AY007784.1.gene3.p01	beta_lactam__OXA-37	beta_lactam
KF900153.1.gene1.p01	beta_lactam__OXA-370	beta_lactam
gb|BAO09635.1|ARO:3001557|OXA-371	beta_lactam__OXA-371	beta_lactam
gb|AIG22448.1|ARO:3001558|OXA-372	beta_lactam__OXA-372	beta_lactam
gb|CDM87362.1|ARO:3001559|OXA-373	beta_lactam__OXA-373	beta_lactam
KF986255.1.gene1.p01	beta_lactam__OXA-374	beta_lactam
KF986256.1.gene1.p01	beta_lactam__OXA-375	beta_lactam
KF986257.1.gene1.p01	beta_lactam__OXA-376	beta_lactam
KF986258.1.gene1.p01	beta_lactam__OXA-377	beta_lactam
KF986259.1.gene1.p01	beta_lactam__OXA-378	beta_lactam
KF986260.1.gene1.p01	beta_lactam__OXA-379	beta_lactam
KF986261.1.gene1.p01	beta_lactam__OXA-380	beta_lactam
KJ135344.1.gene1.p01	beta_lactam__OXA-381	beta_lactam
KJ135345.1.gene1.p01	beta_lactam__OXA-382	beta_lactam
KF986262.1.gene1.p01	beta_lactam__OXA-383	beta_lactam
KF986263.1.gene1.p01	beta_lactam__OXA-384	beta_lactam
KF986253.1.gene1.p01	beta_lactam__OXA-385	beta_lactam
KF986254.1.gene1.p01	beta_lactam__OXA-386	beta_lactam
KJ173478.1.gene1.p01	beta_lactam__OXA-387	beta_lactam
KJ135343.1.gene1.p01	beta_lactam__OXA-388	beta_lactam
gb|AHL30287.1|ARO:3001575|OXA-389	beta_lactam__OXA-389	beta_lactam
KJ135342.1.gene1.p01	beta_lactam__OXA-390	beta_lactam
KJ427797.1.gene1.p01	beta_lactam__OXA-391	beta_lactam
AAO84013	beta_lactam__OXA-392	beta_lactam
gb|AIT76118.1|ARO:3001583|OXA-397	beta_lactam__OXA-397	beta_lactam
gb|AIT76095.1|ARO:3001584|OXA-398	beta_lactam__OXA-398	beta_lactam
AY162283.2.gene3.p01	beta_lactam__OXA-4	beta_lactam
gi|551485160|gb|AGY30813.1|	beta_lactam__OXA-4	beta_lactam
gb|AIS39036.1|ARO:3001586|OXA-400	beta_lactam__OXA-400	beta_lactam
gb|AIS39034.1|ARO:3001587|OXA-401	beta_lactam__OXA-401	beta_lactam
gb|AIS39035.1|ARO:3001588|OXA-402	beta_lactam__OXA-402	beta_lactam
gb|AIM47095.1|ARO:3001589|OXA-403	beta_lactam__OXA-403	beta_lactam
gb|AIM47096.1|ARO:3001595|OXA-404	beta_lactam__OXA-404	beta_lactam
gb|AJA30430.1|ARO:3001596|OXA-405	beta_lactam__OXA-405	beta_lactam
gb|AJD07402.1|ARO:3001597|OXA-406	beta_lactam__OXA-406	beta_lactam
gb|AJD07403.1|ARO:3001598|OXA-407	beta_lactam__OXA-407	beta_lactam
gb|AJD07404.1|ARO:3001599|OXA-408	beta_lactam__OXA-408	beta_lactam
gb|AJD07405.1|ARO:3001600|OXA-409	beta_lactam__OXA-409	beta_lactam
gb|AJD07406.1|ARO:3001602|OXA-411	beta_lactam__OXA-411	beta_lactam
gb|AJD07407.1|ARO:3001603|OXA-412	beta_lactam__OXA-412	beta_lactam
gb|AJD07408.1|ARO:3001604|OXA-413	beta_lactam__OXA-413	beta_lactam
gb|AJD07401.1|ARO:3001605|OXA-414	beta_lactam__OXA-414	beta_lactam
gb|AIG94927.1|ARO:3001606|OXA-415	beta_lactam__OXA-415	beta_lactam
gb|AKH90740.1|ARO:3001607|OXA-416	beta_lactam__OXA-416	beta_lactam
gb|AIU44173.1|ARO:3001608|OXA-417	beta_lactam__OXA-417	beta_lactam
gb|AIN56719.1|ARO:3002496|OXA-418	beta_lactam__OXA-418	beta_lactam
AJ488302.1.gene1.p01	beta_lactam__OXA-42	beta_lactam
gb|BAP28835.1|ARO:3003116|OXA-420	beta_lactam__OXA-420	beta_lactam
gb|AIZ00987.1|ARO:3003117|OXA-421	beta_lactam__OXA-421	beta_lactam
gb|AIY30331.1|ARO:3003160|OXA-422	beta_lactam__OXA-422	beta_lactam
gb|AIY30332.1|ARO:3003161|OXA-423	beta_lactam__OXA-423	beta_lactam
gb|AJA32742.1|ARO:3003147|OXA-424	beta_lactam__OXA-424	beta_lactam
gb|AJA32743.1|ARO:3003148|OXA-425	beta_lactam__OXA-425	beta_lactam
gb|AJA32744.1|ARO:3003149|OXA-426	beta_lactam__OXA-426	beta_lactam
gb|ARO85965.1|ARO:3003115|OXA-427	beta_lactam__OXA-427	beta_lactam
gb|AJG01375.1|ARO:3003120|OXA-429	beta_lactam__OXA-429	beta_lactam
AJ488303.1.gene1.p01	beta_lactam__OXA-43	beta_lactam
gb|WP_063862927.1|ARO:3003121|OXA-430	beta_lactam__OXA-430	beta_lactam
gb|AJG01377.1|ARO:3003124|OXA-431	beta_lactam__OXA-431	beta_lactam
gb|AJG01378.1|ARO:3003125|OXA-432	beta_lactam__OXA-432	beta_lactam
gb|AJG01379.1|ARO:3003126|OXA-433	beta_lactam__OXA-433	beta_lactam
gb|AJT57878.1|ARO:3003162|OXA-435	beta_lactam__OXA-435	beta_lactam
gb|ARX76025.1|ARO:3003128|OXA-436	beta_lactam__OXA-436	beta_lactam
gb|AKL59536.1|ARO:3003593|OXA-437	beta_lactam__OXA-437	beta_lactam
gb|AKL59521.1|ARO:3003594|OXA-438	beta_lactam__OXA-438	beta_lactam
gb|AKR53961.1|ARO:3003595|OXA-439	beta_lactam__OXA-439	beta_lactam
gb|AKR53962.1|ARO:3003596|OXA-440	beta_lactam__OXA-440	beta_lactam
gb|AFZ84684.1|ARO:3003597|OXA-441	beta_lactam__OXA-441	beta_lactam
gb|AKU37610.1|ARO:3003598|OXA-442	beta_lactam__OXA-442	beta_lactam
gb|PLT17746.1|ARO:3003599|OXA-443	beta_lactam__OXA-443	beta_lactam
gb|BAQ55594.1|ARO:3003600|OXA-444	beta_lactam__OXA-444	beta_lactam
gb|AKI29907.1|ARO:3003602|OXA-446	beta_lactam__OXA-446	beta_lactam
gb|AKI29908.1|ARO:3003603|OXA-447	beta_lactam__OXA-447	beta_lactam
gb|AKI29909.1|ARO:3003604|OXA-448	beta_lactam__OXA-448	beta_lactam
gb|AKI29910.1|ARO:3003605|OXA-449	beta_lactam__OXA-449	beta_lactam
gb|CAD58780.1|ARO:3001794|OXA-45	beta_lactam__OXA-45	beta_lactam
gb|AKI29914.1|ARO:3003606|OXA-450	beta_lactam__OXA-450	beta_lactam
gb|AKI29916.1|ARO:3003607|OXA-451	beta_lactam__OXA-451	beta_lactam
gb|AKI29917.1|ARO:3003608|OXA-452	beta_lactam__OXA-452	beta_lactam
gb|AKI29919.1|ARO:3003609|OXA-453	beta_lactam__OXA-453	beta_lactam
gb|BAR45714.1|ARO:3003610|OXA-454	beta_lactam__OXA-454	beta_lactam
gb|ALC76097.1|ARO:3003611|OXA-455	beta_lactam__OXA-455	beta_lactam
gb|ALC76098.1|ARO:3003613|OXA-457	beta_lactam__OXA-457	beta_lactam
gb|ALC76100.1|ARO:3003614|OXA-458	beta_lactam__OXA-458	beta_lactam
gb|ALC76101.1|ARO:3003615|OXA-459	beta_lactam__OXA-459	beta_lactam
AF317511.1.gene5.p01	beta_lactam__OXA-46	beta_lactam
gi|291191121|pdb|3IF6|A	beta_lactam__OXA-46	beta_lactam
gi|291191123|pdb|3IF6|C	beta_lactam__OXA-46	beta_lactam
gb|ATL95930.1|ARO:3003616|OXA-460	beta_lactam__OXA-460	beta_lactam
gb|AKI29921.1|ARO:3003617|OXA-461	beta_lactam__OXA-461	beta_lactam
gb|ANW35663.1|ARO:3003620|OXA-464	beta_lactam__OXA-464	beta_lactam
gb|AKI29912.1|ARO:3003621|OXA-465	beta_lactam__OXA-465	beta_lactam
gb|AKI29913.1|ARO:3003622|OXA-466	beta_lactam__OXA-466	beta_lactam
AY237830.1.gene1.p01	beta_lactam__OXA-47	beta_lactam
gb|ALC79285.1|ARO:3003626|OXA-470	beta_lactam__OXA-470	beta_lactam
gb|ALC79286.1|ARO:3003627|OXA-471	beta_lactam__OXA-471	beta_lactam
gb|ALC79287.1|ARO:3003628|OXA-472	beta_lactam__OXA-472	beta_lactam
gb|ALC79288.1|ARO:3003629|OXA-473	beta_lactam__OXA-473	beta_lactam
gb|ALC79289.1|ARO:3003631|OXA-474	beta_lactam__OXA-474	beta_lactam
gb|ALC79290.1|ARO:3003632|OXA-475	beta_lactam__OXA-475	beta_lactam
gb|ALC79291.1|ARO:3003633|OXA-476	beta_lactam__OXA-476	beta_lactam
gb|ALC79292.1|ARO:3003634|OXA-477	beta_lactam__OXA-477	beta_lactam
gb|ALC79293.1|ARO:3003635|OXA-478	beta_lactam__OXA-478	beta_lactam
gb|ALC79294.1|ARO:3003636|OXA-479	beta_lactam__OXA-479	beta_lactam
AY236073.2.gene7.p01	beta_lactam__OXA-48	beta_lactam
gi|241913430|pdb|3HBR|A	beta_lactam__OXA-48	beta_lactam
gb|ALL53530.1|ARO:3003637|OXA-480	beta_lactam__OXA-480	beta_lactam
gb|AKF41839.1|ARO:3003639|OXA-482	beta_lactam__OXA-482	beta_lactam
gb|AKF41840.1|ARO:3003640|OXA-483	beta_lactam__OXA-483	beta_lactam
gb|ALI16502.1|ARO:3003641|OXA-484	beta_lactam__OXA-484	beta_lactam
gb|KSG40284.1|ARO:3003642|OXA-485	beta_lactam__OXA-485	beta_lactam
gb|QBY97442.1|ARO:3003643|OXA-486	beta_lactam__OXA-486	beta_lactam
gb|TKV86805.1|ARO:3003645|OXA-488	beta_lactam__OXA-488	beta_lactam
AY288523.1.gene1.p01	beta_lactam__OXA-49	beta_lactam
X58272.1.gene1.p01	beta_lactam__OXA-5	beta_lactam
AY306130.1.gene1.p01	beta_lactam__OXA-50	beta_lactam
AJ309734.2.gene1.p01	beta_lactam__OXA-51	beta_lactam
gi|835020474|pdb|4ZDX|A	beta_lactam__OXA-51	beta_lactam
AY289608.1.gene2.p01	beta_lactam__OXA-53	beta_lactam
gb|AOQ26572.1|ARO:3004362|OXA-535	beta_lactam__OXA-535	beta_lactam
AY500137.1.gene1.p01	beta_lactam__OXA-54	beta_lactam
AY343493.1.gene1.p01	beta_lactam__OXA-55	beta_lactam
AY445080.1.gene1.p01	beta_lactam__OXA-56	beta_lactam
AJ631966.1.gene1.p01	beta_lactam__OXA-57	beta_lactam
AY570763.1.gene3.p01	beta_lactam__OXA-58	beta_lactam
gi|298570304|gb|ADI87510.1|	beta_lactam__OXA-58	beta_lactam
gi|970842095|pdb|5BOH|A	beta_lactam__OXA-58	beta_lactam
AJ632249.1.gene1.p01	beta_lactam__OXA-59	beta_lactam
AF525303.2.gene5.p01	beta_lactam__OXA-60	beta_lactam
AY587956.gene.p01	beta_lactam__OXA-61	beta_lactam
AY423074.1.gene1.p01	beta_lactam__OXA-62	beta_lactam
AY619003.1.gene1.p01	beta_lactam__OXA-63	beta_lactam
AY750907.1.gene1.p01	beta_lactam__OXA-64	beta_lactam
AY750908.1.gene1.p01	beta_lactam__OXA-65	beta_lactam
AY750909.1.gene1.p01	beta_lactam__OXA-66	beta_lactam
gb|OWG16436.1|ARO:3004489|OXA-663	beta_lactam__OXA-663	beta_lactam
gb|EOR02560.1|ARO:3004479|OXA-664	beta_lactam__OXA-664	beta_lactam
gb|EPF70268.1|ARO:3004478|OXA-665	beta_lactam__OXA-665	beta_lactam
DQ491200.1.gene1.p01	beta_lactam__OXA-67	beta_lactam
AY750910.1.gene1.p01	beta_lactam__OXA-68	beta_lactam
AY750911.1.gene1.p01	beta_lactam__OXA-69	beta_lactam
X75562.1.gene1.p01	beta_lactam__OXA-7	beta_lactam
AY750912.1.gene1.p01	beta_lactam__OXA-70	beta_lactam
AY750913.1.gene1.p01	beta_lactam__OXA-71	beta_lactam
EF534256.2.gene1.p01	beta_lactam__OXA-72	beta_lactam
gb|CAB76928.1|ARO:3004837|OXA-724	beta_lactam__OXA-724	beta_lactam
AY762325.1.gene1.p01	beta_lactam__OXA-73	beta_lactam
AJ854182.1.gene1.p01	beta_lactam__OXA-74	beta_lactam
AY859529.1.gene1.p01	beta_lactam__OXA-75	beta_lactam
AY949203.1.gene1.p01	beta_lactam__OXA-76	beta_lactam
AY949202.1.gene1.p01	beta_lactam__OXA-77	beta_lactam
AY862132.1.gene1.p01	beta_lactam__OXA-78	beta_lactam
EU019534.1.gene1.p01	beta_lactam__OXA-79	beta_lactam
EU019535.1.gene1.p01	beta_lactam__OXA-80	beta_lactam
EU019536.1.gene1.p01	beta_lactam__OXA-82	beta_lactam
DQ309277.1.gene1.p01	beta_lactam__OXA-83	beta_lactam
DQ309276.1.gene1.p01	beta_lactam__OXA-84	beta_lactam
AY227054.1.gene1.p01	beta_lactam__OXA-85	beta_lactam
DQ149247.1.gene1.p01	beta_lactam__OXA-86	beta_lactam
DQ348075.1.gene1.p01	beta_lactam__OXA-87	beta_lactam
DQ392963.1.gene1.p01	beta_lactam__OXA-88	beta_lactam
DQ445683.1.gene1.p01	beta_lactam__OXA-89	beta_lactam
AF479774.1.gene7.p01	beta_lactam__OXA-9	beta_lactam
ABA54978	beta_lactam__OXA-9	beta_lactam
AM231719.1.gene1.p01	beta_lactam__OXA-90	beta_lactam
DQ519086.1.gene2.p01	beta_lactam__OXA-91	beta_lactam
DQ335566.1.gene1.p01	beta_lactam__OXA-92	beta_lactam
DQ519087.1.gene1.p01	beta_lactam__OXA-93	beta_lactam
DQ519088.1.gene1.p01	beta_lactam__OXA-94	beta_lactam
DQ519089.1.gene1.p01	beta_lactam__OXA-95	beta_lactam
DQ519090.1.gene1.p01	beta_lactam__OXA-96	beta_lactam
EF102240.1.gene13.p01	beta_lactam__OXA-97	beta_lactam
AM279652.1.gene1.p01	beta_lactam__OXA-98	beta_lactam
DQ888718.1.gene1.p01	beta_lactam__OXA-99	beta_lactam
KC243783.1.gene1.p01	beta_lactam__mecA	beta_lactam
AAX14397	beta_lactam__mecA	beta_lactam
AAX35723	beta_lactam__mecA	beta_lactam
ABQ96639	beta_lactam__mecA	beta_lactam
BAG06200	beta_lactam__mecA	beta_lactam
CAA70425	beta_lactam__mecA	beta_lactam
CAA73547	beta_lactam__mecA	beta_lactam
CAA74376	beta_lactam__mecA	beta_lactam
CAL22891	beta_lactam__mecA	beta_lactam
gi|1028095738|ref|WP_063852626.1|	beta_lactam__mecA	beta_lactam
gi|1028095767|ref|WP_063852655.1|	beta_lactam__mecA	beta_lactam
gi|1028095782|ref|WP_063852670.1|	beta_lactam__mecA	beta_lactam
gi|1028095789|ref|WP_063852677.1|	beta_lactam__mecA	beta_lactam
gi|1028095795|ref|WP_063852683.1|	beta_lactam__mecA	beta_lactam
gi|1031790687|ref|WP_064132501.1|	beta_lactam__mecA	beta_lactam
gi|2791908|emb|CAA73538.1|	beta_lactam__mecA	beta_lactam
gi|282848474|gb|ADB03008.1|	beta_lactam__mecA	beta_lactam
gi|446643957|ref|WP_000721303.1|	beta_lactam__mecA	beta_lactam
gi|446643958|ref|WP_000721304.1|	beta_lactam__mecA	beta_lactam
gi|446643961|ref|WP_000721307.1|	beta_lactam__mecA	beta_lactam
gi|486697816|ref|WP_001620256.1|	beta_lactam__mecA	beta_lactam
gi|487387906|ref|WP_001659608.1|	beta_lactam__mecA	beta_lactam
gi|487717641|ref|WP_001801873.1|	beta_lactam__mecA	beta_lactam
gi|686116460|ref|WP_031766030.1|	beta_lactam__mecA	beta_lactam
gi|686132960|ref|WP_031774065.1|	beta_lactam__mecA	beta_lactam
gi|686149587|ref|WP_031783560.1|	beta_lactam__mecA	beta_lactam
gi|686149752|ref|WP_031783696.1|	beta_lactam__mecA	beta_lactam
gi|686195077|ref|WP_031806544.1|	beta_lactam__mecA	beta_lactam
gi|686196719|ref|WP_031807381.1|	beta_lactam__mecA	beta_lactam
gi|686288520|ref|WP_031860875.1|	beta_lactam__mecA	beta_lactam
gi|686291256|ref|WP_031861724.1|	beta_lactam__mecA	beta_lactam
gi|686316946|ref|WP_031873770.1|	beta_lactam__mecA	beta_lactam
gi|686322767|ref|WP_031876626.1|	beta_lactam__mecA	beta_lactam
gi|686330880|ref|WP_031879536.1|	beta_lactam__mecA	beta_lactam
gi|686333344|ref|WP_031880881.1|	beta_lactam__mecA	beta_lactam
gi|686337277|ref|WP_031882888.1|	beta_lactam__mecA	beta_lactam
gi|686378751|ref|WP_031899128.1|	beta_lactam__mecA	beta_lactam
gi|686392085|ref|WP_031906491.1|	beta_lactam__mecA	beta_lactam
gi|686392252|ref|WP_031906577.1|	beta_lactam__mecA	beta_lactam
gi|686404991|ref|WP_031911502.1|	beta_lactam__mecA	beta_lactam
gi|727740855|ref|WP_033857946.1|	beta_lactam__mecA	beta_lactam
gi|727743592|ref|WP_033859381.1|	beta_lactam__mecA	beta_lactam
gi|814562231|ref|WP_046377063.1|	beta_lactam__mecA	beta_lactam
gi|909708119|ref|WP_049951317.1|	beta_lactam__mecA	beta_lactam
gi|916173892|ref|WP_050962515.1|	beta_lactam__mecA	beta_lactam
gi|916178436|ref|WP_050963182.1|	beta_lactam__mecA	beta_lactam
gi|916178542|ref|WP_050963202.1|	beta_lactam__mecA	beta_lactam
gi|928780991|ref|WP_053862229.1|	beta_lactam__mecA	beta_lactam
P07944	beta_lactam__mecA	beta_lactam
gb|BAI83385.1|ARO:3003440|mecB	beta_lactam__mecB	beta_lactam
gb|CCC86795.1|ARO:3001209|mecC	beta_lactam__mecC	beta_lactam
KC601653.1.gene1.p01	beta_lactam__mecC	beta_lactam
gb|AQX82857.1|ARO:3004185|mecD	beta_lactam__mecD	beta_lactam
gb|AAP82271|ARO:3004123|Burkholderia	beta_lactam__Burkholderia pseudomallei Omp38	beta_lactam
gb|CAA09666.1|ARO:3004122|Klebsiella	beta_lactam__Klebsiella pneumoniae OmpK37	beta_lactam
gb|ALV80601.1|ARO:3003801|bcr-1	bicyclomycin__bcr-1	bicyclomycin
gi|353127797|gb|AEQ67379.1|	bleomycin__bleomycin resistance protein	bleomycin
NC_002758.1119995.p01	bleomycin__bleomycin resistance protein	bleomycin
gi|1016525167|ref|WP_063102497.1|	bleomycin__bleomycin resistance protein	bleomycin
gi|1036907773|ref|WP_064732565.1|	bleomycin__bleomycin resistance protein	bleomycin
gi|1043031651|ref|WP_065315223.1|	bleomycin__bleomycin resistance protein	bleomycin
gi|194709354|gb|ACF88577.1|	bleomycin__bleomycin resistance protein	bleomycin
gi|452754543|emb|CCP89775.1|	bleomycin__bleomycin resistance protein	bleomycin
gi|582371757|gb|EVW66658.1|	bleomycin__bleomycin resistance protein	bleomycin
GQ149347.1.gene3.p1	bleomycin__bleomycin resistance protein	bleomycin
gb|AGH88989.1|ARO:3001205|determinant	bleomycin__bleomycin resistance protein	bleomycin
M58472.1.gene1.p01	chloramphenicol__Agrobacterium fabrum chloramphenicol acetyltransferase	chloramphenicol
AY238971.1.gene2.p01	chloramphenicol__Bacillus clausii chloramphenicol acetyltransferase	chloramphenicol
K00544.gene.p01	chloramphenicol__Bacillus pumilus cat86	chloramphenicol
M35190.gene.p01	chloramphenicol__Campylobacter coli chloramphenicol acetyltransferase	chloramphenicol
YP_001144149	chloramphenicol__Campylobacter coli chloramphenicol acetyltransferase	chloramphenicol
M11587.1.gene1.p1	chloramphenicol__catA4	chloramphenicol
YP_002150494	chloramphenicol__catA4	chloramphenicol
YP_001429537	chloramphenicol__catA8	chloramphenicol
M58515.1.gene2.p01	chloramphenicol__catA8	chloramphenicol
M90091.1.gene2.p01	chloramphenicol__catA8	chloramphenicol
gb|CAI47810.1|ARO:3003110|catB10	chloramphenicol__catB10	chloramphenicol
gb|AID93387.1|ARO:3004660|catB11	chloramphenicol__catB11	chloramphenicol
gi|499386493|ref|WP_011073960.1|	chloramphenicol__catB11	chloramphenicol
AY232670.1.gene3.p01	chloramphenicol__catB2	chloramphenicol
AF047479.2.gene11.p01	chloramphenicol__catB2	chloramphenicol
AY259086.1.gene4.p01	chloramphenicol__catB3	chloramphenicol
ABC69169	chloramphenicol__catB3	chloramphenicol
ABF20240	chloramphenicol__catB3	chloramphenicol
ABP35557	chloramphenicol__catB3	chloramphenicol
ACA48664	chloramphenicol__catB3	chloramphenicol
ACD03314	chloramphenicol__catB3	chloramphenicol
AF445082.1.gene5.p01	chloramphenicol__catB3	chloramphenicol
AJ009818.1.gene3.p01	chloramphenicol__catB3	chloramphenicol
CAP74085	chloramphenicol__catB3	chloramphenicol
AY123251.gene2.p01	chloramphenicol__catB8	chloramphenicol
AAS89471	chloramphenicol__catB8	chloramphenicol
ABD04054	chloramphenicol__catB8	chloramphenicol
AF418284.1.gene3.p01	chloramphenicol__catB8	chloramphenicol
FJ460181.2.gene2.p01	chloramphenicol__catB8	chloramphenicol
X82455.1.gene1.p01	chloramphenicol__catB8	chloramphenicol
AF462019.1.gene1.p01	chloramphenicol__catB9	chloramphenicol
ZP_01950974	chloramphenicol__catB9	chloramphenicol
ZP_04417104	chloramphenicol__catB9	chloramphenicol
AF226276.1.gene3.p01	chloramphenicol__catD	chloramphenicol
X15100.gene.p01	chloramphenicol__catD	chloramphenicol
NC_010558.1.6276004.p01	chloramphenicol__catI	chloramphenicol
AAS87172	chloramphenicol__catI	chloramphenicol
AF326777.3.gene18.p01	chloramphenicol__catI	chloramphenicol
BX664015.1.gene104.p01	chloramphenicol__catI	chloramphenicol
CAA67774	chloramphenicol__catI	chloramphenicol
P58777	chloramphenicol__catI	chloramphenicol
X53797.1.gene1.p01	chloramphenicol__catII	chloramphenicol
AB082569.2.gene1.p01	chloramphenicol__catII	chloramphenicol
X53796.1.gene1.p01	chloramphenicol__catII from Escherichia coli K-12	chloramphenicol
CAD57199	chloramphenicol__catII from Escherichia coli K-12	chloramphenicol
YP_001966224	chloramphenicol__catII from Escherichia coli K-12	chloramphenicol
P00484	chloramphenicol__catIII	chloramphenicol
1CIA	chloramphenicol__catIII	chloramphenicol
1QCA	chloramphenicol__catIII	chloramphenicol
AJ249249.1.gene5.p01	chloramphenicol__catIII	chloramphenicol
M55620.gene.p01	chloramphenicol__catQ	chloramphenicol
X74948.gene.p01	chloramphenicol__catS	chloramphenicol
gb|APB03217.1|ARO:3003983|CatU	chloramphenicol__CatU	chloramphenicol
gb|ATL63235.1|ARO:3004357|catV	chloramphenicol__catV	chloramphenicol
M93113.gene.p01	chloramphenicol__Clostridium butyricum catB	chloramphenicol
gi|505206451|ref|WP_015393553.1|	chloramphenicol__Clostridium butyricum catB	chloramphenicol
YP_001310303	chloramphenicol__Clostridium butyricum catB	chloramphenicol
U83488.1.gene4.p01	chloramphenicol__Enterococcus faecalis chloramphenicol acetyltransferase	chloramphenicol
AY355285.1.gene3.p01	chloramphenicol__Enterococcus faecium chloramphenicol acetyltransferase	chloramphenicol
M58516.1.gene2.p01	chloramphenicol__Enterococcus faecium chloramphenicol acetyltransferase	chloramphenicol
U75299.gene.p01	chloramphenicol__Lactobacillus reuteri cat-TC	chloramphenicol
ACC64523	chloramphenicol__Lactobacillus reuteri cat-TC	chloramphenicol
NC_010426.6155849.p01	chloramphenicol__Lactobacillus reuteri cat-TC	chloramphenicol
D16171.1.gene1.p01	chloramphenicol__plasmid-encoded cat (pp-cat)	chloramphenicol
AJ223604.1.gene5.p01	chloramphenicol__Pseudomonas aeruginos catB6	chloramphenicol
AF036933.1.gene1.p01	chloramphenicol__Pseudomonas aeruginos catB7	chloramphenicol
1XAT	chloramphenicol__Pseudomonas aeruginos catB7	chloramphenicol
CAW29378	chloramphenicol__Pseudomonas aeruginos catB7	chloramphenicol
YP_002085096	chloramphenicol__Pseudomonas aeruginos catB7	chloramphenicol
M64281.gene.p01	chloramphenicol__Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
NC_002096.2598307.p01	chloramphenicol__Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
X02529.1.gene3.p1	chloramphenicol__Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
X02872.1.gene2.p1	chloramphenicol__Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
X60827.1.gene2.p01	chloramphenicol__Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
AB080798.1.gene5.p01	chloramphenicol__Streptococcus suis chloramphenicol acetyltransferase	chloramphenicol
AJ312056.2.gene1.p01	chloramphenicol__Streptococcus suis chloramphenicol acetyltransferase	chloramphenicol
S48276.1.gene1.p01	chloramphenicol__Vibrio anguillarum chloramphenicol acetyltransferase	chloramphenicol
gb|AAA26057.1|ARO:3002693|cmlA1	chloramphenicol__cmlA1	chloramphenicol
gi|487586482|ref|WP_001724981.1|	chloramphenicol__cmlA1	chloramphenicol
U12338.3.gene8.p01	chloramphenicol__cmlA1	chloramphenicol
AF156486.gene.p01	chloramphenicol__cmlA4	chloramphenicol
ACC95408	chloramphenicol__cmlA4	chloramphenicol
CAI29522	chloramphenicol__cmlA4	chloramphenicol
CAI43343	chloramphenicol__cmlA4	chloramphenicol
AY115475.1.gene4.p01	chloramphenicol__cmlA5	chloramphenicol
ABK51578	chloramphenicol__cmlA5	chloramphenicol
AF078527.gene.p01	chloramphenicol__cmlA5	chloramphenicol
AF205943.1.gene13.p01	chloramphenicol__cmlA5	chloramphenicol
AF458080.1.gene3.p01	chloramphenicol__cmlA5	chloramphenicol
gi|446289936|ref|WP_000367791.1|	chloramphenicol__cmlA5	chloramphenicol
YP_001338812	chloramphenicol__cmlA5	chloramphenicol
AF313472.2.gene8.p01	chloramphenicol__cmlA6	chloramphenicol
JQ1201	chloramphenicol__cmlA6	chloramphenicol
gb|ABW91179.1|ARO:3004665|cmlA8	chloramphenicol__cmlA8	chloramphenicol
AF034958.gene.p01	chloramphenicol__cmlB	chloramphenicol
AM296481.1.gene2.p01	chloramphenicol__cmlB1	chloramphenicol
AF015087.1.gene1.p01	chloramphenicol__cmrA	chloramphenicol
AF024666.2.gene33.p01	chloramphenicol__cmx	chloramphenicol
gi|2708772|gb|AAB96371.1|	chloramphenicol__cmx	chloramphenicol
NP_044444	chloramphenicol__cmx	chloramphenicol
YP_251195	chloramphenicol__cmx	chloramphenicol
AJ549214.1.gene2.p01	chloramphenicol__fexA	chloramphenicol
CAJ31068	chloramphenicol__fexA	chloramphenicol
CAL64024	chloramphenicol__fexA	chloramphenicol
gi|446633752|ref|WP_000711098.1|	chloramphenicol__fexA	chloramphenicol
gi|526667488|gb|AGR88919.1|	chloramphenicol__fexA	chloramphenicol
gi|526667538|gb|AGR88940.1|	chloramphenicol__fexA	chloramphenicol
gi|543582710|emb|CCU69833.1|	chloramphenicol__fexA	chloramphenicol
gi|686169996|ref|WP_031795084.1|	chloramphenicol__fexA	chloramphenicol
gi|800908720|gb|AKA86811.1|	chloramphenicol__fexA	chloramphenicol
